mae,rmse,r2,residual_mean,residual_std,residual_min,residual_max,test_size,selected_model,model_reliability,model_reliability_reason,beats_naive,naive_mae,best_benchmark_model
3.5446373518881247,4.254221441982958,0.4963691782776878,-0.9007371909851942,4.157772551523672,-8.085423396480515,6.506913897957562,34,LinearRegression,Medium,adequate_fit_and_beats_naive,True,7.44182809592077,LinearRegression
