feature,mean_abs_shap
operating_income,0.9556583305944542
profit_margin,0.8517056924995675
operating_margin,0.8215628418475168
operating_cashflow,0.8066393832529998
net_income_growth,0.616983200984867
revenue,0.5636866114893696
total_assets,0.2537383109809166
total_liabilities,0.1253853852404085
